# EnglishWordsRaw.txt — English word list, rebuilt 2026-08 from license-clean sources.
# Counts: hermitdave/FrequencyWords OpenSubtitles-2018 en_full (CC BY-SA 4.0),
# count >= 80, scaled so top ~1.2M. Inventory filter: English Wiktionary via
# Kaikki wiktextract (CC BY-SA 4.0) membership — drops subtitle OCR junk and typos.
# POS + CaseType: spaCy (MIT) Penn tags + MID-SENTENCE case shares over a 3M-sentence
# English Wikipedia sample (CC BY-SA 4.0, 2026-08 dump); register correction and the
# >=5%-representation guard mirror tools/case-seeds (see README there). CaseType from
# title share s_eff: <0.10 LO, <0.50 LF, <0.90 TF, >=0.90 TO; ALL-CAPS>=60% AC;
# mixed>=50% OC (surface from Wiktionary). Curated rows (abbreviations, extensions,
# contractions, I-forms) carried over from the previous hand-revised list.
# Fields: word;rawFreq;CASETYPE,POS1[,POS2[,POS3]]
protect;2772;LO,VB
using;2772;LO,VBG
floor;2770;LO,NN
ran;2759;LO,VBD
swear;2758;LO,VB,VBP
spend;2756;LO,VB,VBP
situation;2752;LO,NN
ring;2752;LF,NN,NNP
anywhere;2750;LO,RB
dangerous;2750;LO,JJ
bill;2749;LF,NNP,NN
York;2746;TO,NNP
army;2743;LF,NNP,NN
lead;2741;LO,NN,VB,JJ
bought;2741;LO,VBD,VBN
finished;2737;LO,VBD
fair;2729;LF,NNP,JJ
Sun;2728;TF,NNP,NN
letter;2728;LO,NN
fool;2728;LO,NNP,NN,VB
attention;2727;LO,NN
club;2721;LF,NN,NNP
simple;2713;LO,JJ
interesting;2713;LO,JJ
space;2709;LF,NN,NNP
test;2708;LF,NN,NNP
box;2701;LF,NN,NNP
group;2700;LF,NN,NNP
single;2693;LO,JJ
sitting;2690;LO,VBG
marriage;2687;LO,NN
join;2687;LO,VB
fear;2682;LO,NN
peace;2679;LF,NN,NNP
forgot;2675;LO,VBD
force;2657;LF,NN,NNP
short;2656;LO,JJ
normal;2654;LF,JJ
Charlie;2654;TO,NNP
present;2639;LO,JJ
enjoy;2638;LO,VB,VBP
Mike;2635;TO,NNP
crime;2630;LF,NN
horse;2623;LF,NN,NNP
ground;2620;LO,NN
american;2619;LF,JJ,NNP
count;2616;LF,NNP,NN
area;2616;LO,NN
charge;2616;LO,NN
honor;2615;LF,NN,NNP
lunch;2609;LO,NN
miles;2606;LF,NNS,NNP
radio;2605;LF,NN,NNP
idiot;2599;LO,NNP,NN
ball;2598;LF,NN,NNP
surprise;2592;LO,NN
paper;2591;LO,NN
key;2591;LF,JJ,NN
boat;2591;LF,NN
quickly;2587;LO,RB
gold;2582;LF,NN,NNP
bar;2581;LF,NN,NNP
fish;2577;LF,NN
mark;2576;LF,NNP,NN
Tom;2575;TO,NNP
wearing;2574;LO,VBG
crying;2572;LO,VBG
accident;2571;LO,NN
government;2570;LF,NN,NNP
eight;2559;LO,JJ
fell;2558;LO,VBD
cover;2545;LO,NN,VB
certain;2545;LO,JJ
interested;2544;LO,JJ
deep;2540;LF,JJ,NNP
star;2539;LF,NNP,NN
sea;2535;LF,NN,NNP
agree;2531;LO,VB,VBP
problems;2527;LO,NNS
detective;2527;LF,NN,NNP
prison;2525;LF,NN
major;2524;LF,JJ,NNP
stick;2524;LO,NN,VB,NNP
offer;2520;LO,NN,VB,VBP
difficult;2518;LO,JJ
smart;2518;LF,JJ,NNP
personal;2517;LO,JJ
record;2516;LO,NN
stopped;2509;LO,VBD,VBN
hide;2507;LO,VB
whether;2501;LO,IN
bank;2499;LF,NNP,NN
trip;2497;LO,NN
relax;2489;LO,VB
America;2489;TO,NNP
public;2488;LF,JJ,NNP
list;2483;LF,NN
afternoon;2479;LO,NN
brain;2479;LF,NN
fix;2474;LO,VB
bastard;2473;LO,NN,NNP
proud;2472;LO,JJ,NNP
tea;2471;LF,NN,NNP
service;2471;LF,NN,NNP
screaming;2466;LO,VBG
forward;2462;LO,RB
angry;2449;LO,JJ
park;2447;LF,NNP,NN
soul;2446;LF,NN,NNP
fighting;2445;LF,VBG,NN
Peter;2445;TO,NNP
rich;2445;LF,JJ,NNP
agent;2443;LO,NN
blow;2440;LO,NN,VB
Paul;2440;TO,NNP
dress;2436;LO,NN
Mary;2433;TO,NNP
missed;2431;LO,VBD,VBN
scene;2418;LO,NN
killing;2413;LO,VBG,NN
standing;2412;LF,VBG,NN
saved;2404;LO,VBN,VBD
respect;2403;LO,NN
killer;2399;LO,NN,NNP
ice;2399;LF,NN,NNP
mess;2399;LO,NN,NNP
tough;2396;LO,JJ
feels;2392;LO,VBZ
church;2387;LF,NN,NNP
sad;2383;LO,JJ,NNP
cell;2377;LO,NN
drunk;2373;LO,JJ
share;2370;LO,NN,VBP,VB
camera;2366;LO,NN
mm-hmm;2364;LO,UH
within;2364;LO,IN
card;2362;LF,NN
fly;2359;LF,VB,NN
Ben;2355;TO,NNP
girlfriend;2354;LO,NN
laugh;2354;LO,NN,VB
smell;2351;LO,NN
broken;2351;LO,VBN,JJ
mum;2346;LO,NN,NNP
honest;2344;LO,JJ
often;2334;LO,RB
starting;2333;LO,VBG,NN
calls;2332;LO,VBZ,NNS
spent;2328;LO,VBD,VBN
third;2324;LO,JJ
english;2321;LF,NNP,JJ
visit;2319;LO,NN,VB
Mama;2308;TO,NNP
judge;2307;LF,NN,NNP
window;2305;LO,NN
hungry;2303;LO,JJ,NNP
dare;2298;LO,VB,NNP,VBP
relationship;2298;LO,NN
moved;2297;LO,VBD,VBN
prove;2296;LO,VB
private;2292;LO,JJ
wall;2285;LF,NN,NNP
seat;2277;LO,NN
position;2270;LO,NN
lieutenant;2264;LF,NNP,NN
realize;2264;LO,VB,VBP
especially;2257;LO,RB
machine;2257;LF,NN
walking;2256;LO,VBG,NN
art;2255;LF,NN,NNP
pleasure;2255;LO,NN
bloody;2252;LO,JJ,NNP
college;2248;LF,NNP,NN
french;2247;LF,JJ,NNP
involved;2239;LO,VBN
cry;2237;LF,VB,NN,NNP
became;2234;LO,VBD
lived;2232;LO,VBD,VBN
impossible;2231;LO,JJ
obviously;2231;LO,RB
neither;2228;LO,CC,DT
accept;2221;LO,VB
boyfriend;2214;LO,NN
besides;2214;LO,IN
Queen;2210;TF,NNP,NN
teacher;2209;LO,NN
cops;2208;LO,NNS,NNP
sake;2202;LO,NN
loves;2199;LO,VBZ
carry;2198;LO,VB,VBP
teach;2198;LO,VB
apartment;2197;LO,NN
upset;2191;LO,JJ,VBD,NN
green;2191;LF,NNP,JJ
La;2190;TF,NNP
liked;2188;LO,VBD,VBN
cute;2178;LO,JJ
evil;2175;LF,JJ,NN,NNP
professor;2169;LF,NN,NNP
contact;2157;LO,NN
joke;2156;LO,NN
cop;2155;LO,NN,NNP
huge;2150;LO,JJ
Holy;2147;TF,NNP,JJ
store;2146;LF,NN
jail;2144;LO,NN
likes;2140;LO,NNS,VBZ
lawyer;2140;LO,NN
doubt;2138;LO,NN
continue;2138;LO,VB,VBP
appreciate;2137;LO,VB,VBP
cat;2133;LF,NN,NNP
shop;2125;LF,NN,NNP
driving;2120;LO,VBG,NN
congratulations;2120;LO,NNS
wrote;2118;LO,VBD
village;2117;LO,NN
quit;2111;LO,VBD,VB
field;2110;LF,NN,NNP
James;2108;TO,NNP
wine;2106;LF,NN,NNP
decision;2103;LO,NN
south;2099;LF,NNP,JJ
sleeping;2099;LO,VBG
slow;2096;LO,JJ
laughter;2092;LO,NN,NNP
island;2089;LF,NNP,NN
glass;2089;LF,NN,NNP
beginning;2087;LO,NN,VBG
cash;2083;LF,NN,NNP
dying;2083;LO,VBG
hundred;2077;LF,JJ
whose;2076;LO,WP$
difference;2074;LO,NN
plane;2072;LO,NN
push;2071;LO,VB,NN
continues;2071;LO,VBZ
mmm;2070;LO,NNP
singing;2049;LO,NN,VBG
eating;2048;LO,VBG
north;2047;LF,NNP,NN
Mrs;2046;TO,NNP
tree;2043;LF,NN,NNP
madam;2040;LO,NNP,NN
gift;2038;LO,NN
truck;2035;LF,NN,NNP
putting;2034;LO,VBG
bear;2029;LF,NNP,VB,NN
board;2029;LF,NN,NNP
grab;2028;LO,VB,NN
beer;2028;LF,NN,NNP
stuck;2022;LO,VBN,VBD,JJ
magic;2021;LF,NNP,NN,JJ
support;2015;LO,NN,VB
rules;2015;LF,NNS
grunts;2011;LO,NNS
partner;2011;LO,NN
reach;2010;LO,VB
wind;2003;LF,NN,NNP
colonel;2002;LF,NNP,NN
Max;1998;TO,NNP
immediately;1998;LO,RB
seconds;1998;LO,NNS
thousand;1998;LF,JJ
gives;1997;LO,VBZ
experience;1994;LO,NN
cheers;1993;LO,NNS,NNP
victim;1990;LO,NN
upon;1988;LO,IN
computer;1987;LF,NN,NNP
Christ;1986;TO,NNP
planet;1983;LF,NN,NNP
promised;1982;LO,VBD,VBN
bus;1981;LF,NN,NNP
Henry;1980;TO,NNP
dirty;1978;LO,JJ,NNP
search;1977;LF,NN,VB
staying;1969;LO,VBG
dreams;1968;LF,NNS,NNPS
arrest;1959;LO,NN,VB
holding;1957;LO,VBG
suddenly;1952;LO,RB
usually;1950;LO,RB
lots;1941;LO,NNS
shoes;1938;LO,NNS
er;1933;LO,NNP,UH
jump;1932;LO,NN,VB
rid;1928;LO,VBN,VB
yo;1927;LO,NNP,NN
knock;1927;LO,VB,NN
owe;1924;LO,VBP,VB
Harry;1919;TO,NNP
grow;1918;LO,VB,VBP
worst;1911;LO,JJS
river;1911;LF,NNP,NN
aunt;1911;LO,NN,NNP
patient;1910;LO,NN,JJ
kitchen;1910;LF,NN,NNP
aah;1908;LO,NNP
fat;1907;LF,JJ,NNP,NN
passed;1904;LO,VBD,VBN
final;1901;LO,JJ
summer;1901;LF,NN,NNP
Bob;1900;TO,NNP
listening;1899;LO,VBG,NN
escape;1899;LO,VB,NN
everywhere;1894;LO,RB
Moon;1893;TF,NNP,NN
arms;1892;LF,NNS
turns;1891;LO,VBZ,NNS
address;1890;LO,NN,VB
ow;1886;LO,NNP,NN
match;1885;LO,NN
gasps;1885;LO,NNS
Grand;1883;TF,NNP,JJ
yep;1880;LO,NNP
shh;1873;LO,NNP
nervous;1872;LO,JJ
de;1872;LO,NNP,FW
choose;1870;LO,VB,VBP
themselves;1869;LO,PRP
decide;1868;LO,VB,VBP
mate;1867;LO,NN
drinking;1866;LO,NN,VBG
press;1860;LF,NN,NNP
bother;1860;LO,VB
foot;1859;LF,NN
blame;1856;LO,NN,VB
crap;1856;LO,NN
drugs;1856;LO,NNS
type;1855;LF,NN
rings;1848;LF,NNS,NNPS
mission;1846;LF,NN,NNP
named;1845;LO,VBN
heaven;1844;LF,NNP
picked;1839;LO,VBN,VBD
Paris;1839;TO,NNP
race;1838;LO,NN
risk;1834;LO,NN
books;1830;LF,NNS
further;1827;LO,JJ,RB
Danny;1826;TO,NNP
action;1826;LF,NN
allowed;1826;LO,VBD,VBN
orders;1825;LO,NNS
learned;1822;LO,VBD,VBN
price;1820;LF,NN,NNP
arrived;1819;LO,VBD
Nick;1819;TO,NNP
otherwise;1817;LO,RB
pictures;1815;LF,NNS,NNP,NNPS
fit;1813;LO,VB,JJ,NN
smoke;1810;LO,NN
favor;1808;LO,NN
played;1807;LO,VBD,VBN
notice;1806;LO,NN,VB
awesome;1805;LO,JJ,NNP
smile;1805;LO,NN,NNP,VB
director;1805;LF,NN,NNP
guard;1804;LF,NNP,NN
begin;1798;LO,VB,VBP
spot;1796;LO,NN
surprised;1793;LO,JJ,VBN,VBD
innocent;1791;LF,JJ,NNP
narrator;1789;LO,NN
herself;1788;LO,PRP
London;1787;TO,NNP
feelings;1786;LO,NNS
enemy;1784;LO,NN
battle;1783;LF,NN,NNP
ourselves;1781;LO,PRP
Alex;1780;TO,NNP
dollars;1780;LO,NNS
allow;1778;LO,VB,VBP
nine;1773;LO,JJ
gay;1773;LF,JJ,NNP
department;1771;LF,NNP,NN
guilty;1770;LO,JJ
apart;1768;LO,RB
earlier;1768;LO,RBR,JJR
duty;1764;LO,NN
Jim;1764;TO,NNP
suit;1764;LO,NN
bell;1763;LF,NNP,NN
west;1760;LF,NNP,NN
legs;1757;LO,NNS
hero;1755;LF,NN,NNP
destroy;1754;LO,VB
stage;1754;LO,NN
bunch;1753;LO,NN,NNP
according;1752;LO,VBG
chicken;1751;LO,NN,NNP
bigger;1745;LO,JJR
grunting;1745;LO,VBG,NN
low;1744;LO,JJ
helping;1744;LO,VBG
admit;1743;LO,VB,VBP
closed;1742;LO,VBD,VBN,JJ
names;1741;LO,NNS
witness;1740;LO,NN,VB
upstairs;1740;LO,RB,JJ,NNP
arm;1739;LF,NN
steal;1739;LO,VB
Jimmy;1738;TO,NNP
kick;1738;LO,NN,VB
twice;1738;LO,RB
cross;1738;LF,NNP,NN,JJ
ways;1737;LO,NNS
sergeant;1736;LF,NNP,NN
indeed;1734;LO,RB
gas;1731;LO,NN
keeping;1725;LO,VBG
energy;1721;LF,NN,NNP
pregnant;1721;LO,JJ
waste;1719;LO,NN
helped;1719;LO,VBD
fired;1717;LO,VBN,VBD
favorite;1715;LO,JJ
Tony;1715;TO,NNP
taste;1712;LO,NN
locked;1712;LO,VBN,VBD,JJ
places;1711;LF,NNS,NNPS
writing;1711;LO,VBG,NN
Adam;1710;TO,NNP
brothers;1710;LF,NNS,NNPS
starts;1710;LO,VBZ,NNS
Prince;1705;TF,NNP,NN
form;1702;LO,NN,VB
sold;1701;LO,VBN,VBD
silly;1699;LO,JJ,NNP
mention;1699;LO,NN,VB
build;1698;LO,VB
throat;1697;LO,NN
hole;1695;LF,NN,NNP
figured;1692;LO,VBD,VBN
track;1691;LO,NN
ringing;1689;LO,VBG,NN
lock;1687;LF,NN,NNP,VB
leg;1686;LO,NN
above;1684;LO,IN,RB
hiding;1684;LO,VBG,NN
Steve;1683;TO,NNP
seemed;1682;LO,VBD
breakfast;1679;LO,NN,NNP
engine;1679;LO,NN
written;1678;LO,VBN
complete;1676;LO,JJ,VB
video;1676;LO,NN
applause;1675;LO,NN
however;1671;LO,RB
pressure;1670;LO,NN
fresh;1669;LF,JJ
weapon;1669;LO,NN
sky;1667;LF,NNP,NN
stole;1663;LO,VBD
study;1662;LO,NN,VB
burn;1662;LF,VB,NNP,NN
reading;1662;LF,NN,VBG,NNP
crowd;1661;LO,NN
treat;1659;LO,VB
roll;1659;LF,NN,NNP
double;1658;LF,JJ
spirit;1649;LF,NN,NNP
danger;1647;LO,NN
cost;1646;LO,NN
empty;1646;LO,JJ
level;1646;LO,NN
memory;1639;LO,NN
itself;1639;LO,PRP
acting;1639;LO,VBG
interest;1636;LO,NN
nose;1634;LO,NN
plans;1632;LO,NNS
following;1631;LO,VBG,JJ
bathroom;1630;LO,NN
built;1627;LO,VBN
closer;1627;LO,JJR,RBR
ray;1625;LF,NNP,NN
Sarah;1623;TO,NNP
band;1622;LO,NN
groans;1620;LO,NNS
apparently;1613;LO,RB
excited;1611;LO,JJ,VBN
Richard;1610;TO,NNP
losing;1608;LO,VBG
animals;1606;LO,NNS
flight;1605;LF,NN,NNP
nature;1605;LF,NN,NNP
raise;1603;LO,VB
pop;1601;LF,NN,NNP
client;1601;LO,NN
bomb;1600;LF,NN
neck;1599;LF,NN
suspect;1599;LO,NN,VB
warm;1599;LO,JJ
extra;1598;LO,JJ
bottle;1594;LO,NN
van;1593;LF,NNP
heavy;1593;LO,JJ
mommy;1591;LO,NNP
dogs;1591;LF,NNS
wild;1591;LF,JJ,NNP
ridiculous;1589;LO,JJ
simply;1588;LO,RB
Lee;1586;TO,NNP
animal;1586;LF,NN
showed;1584;LO,VBD
Billy;1582;TO,NNP
shooting;1580;LO,NN,VBG
keeps;1580;LO,VBZ
camp;1580;LF,NN,NNP
guns;1580;LO,NNS
medical;1578;LF,JJ,NNP
shame;1575;LO,NN,NNP
hoping;1574;LO,VBG
whom;1573;LO,WP
bird;1572;LF,NN,NNP
majesty;1571;LF,NNP
flowers;1571;LO,NNS
famous;1569;LO,JJ
asleep;1565;LO,JJ
beauty;1564;LF,NN,NNP
driver;1562;LO,NN
keys;1561;LF,NNS,NNP
rain;1560;LF,NN
awful;1559;LO,JJ
large;1558;LO,JJ
local;1557;LO,JJ
deserve;1554;LO,VBP,VB
goddamn;1554;LO,NN,NNP
stone;1551;LF,NN,NNP
Jane;1551;TO,NNP
grace;1550;LF,NNP,NN
consider;1549;LO,VB,VBP
weekend;1547;LF,NN,NNP
wondering;1543;LO,VBG
lay;1542;LO,VBD,VB
plenty;1540;LO,NN,NNP
willing;1540;LO,JJ
pants;1539;LO,NNS
sweetheart;1538;LO,NN,NNP
skin;1537;LO,NN
excellent;1536;LO,JJ
asshole;1536;LO,NN,JJ,NNP
beach;1536;LF,NNP,NN
faith;1535;LF,NN,NNP
beg;1534;LF,NNP,VB
fuckin;1534;LO,NN,NNP
responsible;1533;LO,JJ
military;1531;LF,JJ,NNP
cheering;1531;LO,VBG,NN
opportunity;1530;LO,NN
common;1530;LO,JJ
bottom;1529;LO,NN,JJ
german;1526;LF,JJ,NNP
whoever;1523;LO,WP
Cook;1523;TF,NNP
walked;1523;LO,VBD
papers;1522;LO,NNS
justice;1521;LF,NNP,NN
Hall;1515;TF,NNP,NN
commander;1515;LF,NN,NNP
drug;1514;LF,NN
main;1513;LO,JJ
knife;1509;LO,NN
devil;1509;LF,NNP,NN
necessary;1506;LO,JJ
although;1503;LO,IN
Princess;1503;TF,NNP,NN
lights;1502;LF,NNS,NNPS
flying;1502;LF,VBG,NNP
Dick;1500;TO,NNP
rose;1498;LF,NNP,VBD
knowing;1495;LO,VBG
clearly;1494;LO,RB
hat;1493;LF,NN,NNP
agreed;1490;LO,VBD,VBN
Johnny;1490;TO,NNP
corner;1490;LF,NN
code;1489;LF,NN,NNP
note;1488;LF,NN,VB
Tommy;1488;TO,NNP
due;1487;LO,IN,JJ
correct;1484;LO,JJ,VB
apologize;1483;LO,VB,VBP
language;1483;LO,NN
stars;1482;LF,NNS,VBZ
faster;1482;LO,RBR,JJR
cars;1479;LO,NNS
folks;1477;LO,NNS,NNP
bullshit;1476;LO,NN,NNP
fellow;1473;LF,JJ,NN,NNP
several;1469;LO,JJ
grandma;1468;LO,NNP,NN
shows;1468;LO,VBZ,NNS
leader;1465;LF,NN
leaves;1465;LO,NNS,VBZ
restaurant;1464;LF,NN
east;1464;LF,NNP,NN
shouting;1463;LO,VBG
blind;1462;LF,JJ,NNP
ghost;1461;LF,NN,NNP
Cup;1460;TO,NNP
gotten;1459;LO,VBN
tight;1458;LO,JJ
conversation;1456;LO,NN
tells;1454;LO,VBZ
lies;1452;LO,VBZ
nor;1452;LO,CC
pulled;1451;LO,VBD,VBN
hanging;1451;LO,VBG
speed;1450;LO,NN
stories;1450;LF,NNS
health;1450;LF,NN,NNP
advice;1449;LO,NN
held;1448;LO,VBN,VBD
uh-huh;1445;LO,RP
murdered;1442;LO,VBN,VBD
beyond;1442;LO,IN
rule;1439;LO,NN
hardly;1437;LO,RB
possibly;1436;LO,RB
inspector;1436;LF,NNP,NN
cousin;1434;LO,NN
trial;1433;LO,NN
emergency;1432;LF,NN,NNP
ought;1432;LO,MD
Eddie;1430;TO,NNP
somehow;1429;LO,RB
hearing;1426;LO,NN,VBG
States;1423;TF,NNP
account;1421;LO,NN
spoke;1419;LO,VBD
file;1416;LO,NN,VB
understood;1415;LO,VBN,VBD
Angel;1414;TF,NNP,NN
tape;1413;LO,NN
milk;1412;LF,NN,NNP
powerful;1411;LO,JJ
weapons;1408;LO,NNS
practice;1408;LO,NN
manager;1408;LO,NN
pardon;1407;LO,NN,NNP
vote;1406;LO,NN,VB
Jake;1405;TO,NNP
national;1405;LF,NNP,JJ
career;1404;LO,NN
minister;1403;LF,NNP,NN
Super;1402;TF,NNP
taught;1401;LO,VBD,VBN
Robert;1400;TO,NNP
biggest;1399;LO,JJS
plays;1399;LO,VBZ,NNS
natural;1398;LF,JJ,NNP
dancing;1396;LF,NN,VBG
copy;1396;LO,NN
plus;1393;LF,CC
Martin;1388;TO,NNP
cake;1386;LO,NN,NNP
freedom;1384;LF,NN,NNP
among;1384;LO,IN
breath;1383;LO,NN,NNP
operation;1382;LF,NN,NNP
Chris;1381;TO,NNP
crew;1380;LO,NN
challenge;1380;LF,NN,NNP,VB
market;1379;LF,NN
meat;1378;LO,NN
towards;1377;LO,IN
bringing;1376;LO,VBG
dropped;1375;LO,VBD,VBN
student;1375;LF,NN
lied;1375;LO,VBD,VBN
strength;1374;LO,NN
size;1369;LO,NN
breathe;1369;LO,VB,NNP
color;1369;LO,NN
monster;1368;LF,NN,NNP
loud;1365;LO,JJ,NNP
photo;1365;LO,NN
aw;1365;LO,NNP,UH
nearly;1364;LO,RB
sight;1364;LO,NN
greatest;1363;LF,JJS
games;1360;LF,NNS,NNPS
bridge;1358;LF,NN,NNP
dressed;1357;LO,VBN
arrested;1355;LO,VBN
horrible;1354;LO,JJ
coach;1354;LO,NN
planning;1351;LF,NN,VBG,NNP
checked;1348;LO,VBN,VBD
breaking;1347;LO,VBG
noticed;1346;LO,VBD,VBN
fantastic;1346;LF,JJ,NNP
screams;1345;LO,VBZ,NNS
serve;1342;LO,VB,VBP
ideas;1341;LO,NNS
investigation;1341;LF,NN
center;1340;LF,NNP,NN
older;1339;LO,JJR
pack;1338;LF,NN,NNP
soldiers;1338;LO,NNS
nonsense;1338;LO,NN
Doc;1337;TO,NNP
project;1336;LF,NN,NNP
training;1333;LF,NN
example;1332;LO,NN
trick;1331;LO,NN
prepared;1328;LO,VBN,VBD,JJ
science;1327;LF,NN,NNP
United;1326;TO,NNP
travel;1325;LO,NN,VB
incredible;1325;LO,JJ,NNP
grandpa;1324;LO,NNP,NN
paying;1321;LO,VBG
character;1320;LO,NN
teeth;1318;LO,NNS
criminal;1316;LF,JJ,NNP
Charles;1316;TO,NNP
chinese;1316;LF,JJ,NNP
truly;1314;LO,RB
honestly;1313;LO,RB
bro;1312;LO,NNP,NN
survive;1311;LO,VB,VBP
Bobby;1310;TO,NNP
target;1310;LO,NN
feed;1309;LO,NN,VB,VBP
nurse;1309;LF,NN,NNP
fake;1307;LO,JJ
records;1306;LF,NNPS,NNS
breathing;1305;LO,NN,VBG
sweetie;1305;LO,NNP
numbers;1304;LO,NNS
oil;1303;LF,NN
suicide;1303;LO,NN
belong;1302;LO,VBP,VB
whoo;1301;LO,NNP
perfectly;1301;LO,RB
Amy;1300;TO,NNP
forgotten;1298;LO,VBN,NNP
remain;1298;LO,VB,VBP
original;1297;LO,JJ
Papa;1296;TO,NNP
onto;1294;LO,IN
concerned;1294;LO,VBN,JJ
credit;1293;LF,NN,NNP
ugh;1293;LO,NN,VBP
invited;1292;LO,VBN,VBD
discuss;1289;LO,VB
research;1288;LF,NN,NNP
easier;1287;LO,JJR
view;1287;LF,NN
chair;1285;LF,NN,NNP
hurts;1284;LO,VBZ,NNPS,NNS
strike;1284;LF,NN
Roger;1283;TO,NNP
fill;1279;LO,VB
condition;1277;LO,NN
mountain;1274;LF,NN,NNP
nowhere;1270;LO,RB
sheriff;1270;LF,NNP,NN
Kim;1269;TO,NNP
turning;1268;LO,VBG,NN
brown;1267;LF,NNP,JJ
recognize;1266;LO,VB,VBP
heads;1265;LO,NNS,VBZ
audience;1265;LO,NN
jealous;1262;LO,JJ
pretend;1260;LO,VB,VBP
society;1259;LF,NNP,NN
finding;1259;LO,VBG
shirt;1258;LO,NN
comfortable;1257;LO,JJ
meaning;1257;LO,VBG,NN
guest;1256;LO,NN
pieces;1256;LO,NNS
dry;1255;LO,JJ
letting;1253;LO,VBG
began;1253;LO,VBD
aye;1252;LO,NNP,NN,JJ
Jeff;1250;TO,NNP
female;1249;LO,JJ
release;1246;LO,NN
Ho;1246;TO,NNP
cards;1245;LO,NNS
pray;1245;LO,VB,VBP
unfortunately;1244;LO,RB
balls;1242;LO,NNS
destroyed;1242;LO,VBN,VBD
ended;1241;LO,VBD
universe;1241;LF,NN,NNP
prepare;1241;LO,VB
opinion;1240;LO,NN
movies;1240;LF,NNS
soldier;1239;LF,NN
wash;1238;LO,VB,NN,NNP
program;1237;LF,NN
heat;1236;LF,NN
usual;1235;LO,JJ
ticket;1235;LO,NN
stolen;1235;LO,VBN
prefer;1234;LO,VBP,VB
aware;1234;LO,JJ
surely;1232;LO,RB
male;1232;LO,JJ,NN
base;1232;LF,NN,NNP
matters;1231;LO,NNS
lift;1231;LO,NN,VB
lab;1230;LF,NN,NNP
command;1229;LF,NN,NNP
proof;1227;LO,NN
cream;1225;LF,NN,NNP
selling;1224;LO,VBG
believed;1223;LO,VBD,VBN
create;1222;LO,VB
afford;1221;LO,VB
Sunday;1221;TO,NNP
total;1220;LO,JJ,NN
dumb;1218;LO,JJ,NNP
threw;1218;LO,VBD
France;1216;TO,NNP
birth;1216;LO,NN
created;1214;LO,VBN,VBD
realized;1212;LO,VBD,VBN
british;1212;LF,JJ,NNP
noise;1211;LF,NN,NNP
nuts;1210;LO,NNS
students;1210;LO,NNS
birds;1210;LO,NNS
social;1208;LF,JJ,NNP
brilliant;1208;LO,JJ
bodies;1207;LO,NNS
tie;1206;LO,NN,VB
opened;1203;LO,VBD,VBN
ours;1203;LO,PRP,NNS,NNP
Bucks;1202;TO,NNPS,NNP
Kevin;1199;TO,NNP
Mister;1198;TO,NNP
ugly;1197;LO,JJ,NNP
Ryan;1194;TO,NNP
focus;1193;LO,NN,VB
Dan;1192;TO,NNP
opens;1189;LO,VBZ
exist;1189;LO,VBP,VB
followed;1188;LO,VBN,VBD
England;1188;TO,NNP
draw;1188;LO,NN,VB
purpose;1187;LO,NN
letters;1187;LF,NNS
Daniel;1184;TO,NNP
opening;1183;LO,NN,VBG
bullet;1183;LO,NN,NNP
Anna;1183;TO,NNP
lately;1181;LO,RB
stayed;1180;LO,VBD
falling;1179;LO,VBG
season;1179;LO,NN
ends;1177;LO,VBZ,NNS
suggest;1176;LO,VBP,VB
joy;1176;LF,NNP,NN
distance;1175;LO,NN
responsibility;1175;LO,NN
whenever;1173;LO,WRB
issue;1173;LO,NN
thousands;1167;LO,NNS
process;1164;LO,NN
sword;1164;LF,NN,NNP
shower;1163;LO,NN
weak;1162;LO,JJ
fucked;1162;LO,VBN
lonely;1161;LF,JJ,NNP
happiness;1161;LO,NN
Eric;1161;TO,NNP
tiny;1160;LO,JJ,NNP
desk;1160;LF,NN,NNP
pool;1160;LF,NN,NNP
property;1159;LO,NN
forced;1159;LO,VBN,VBD
settle;1159;LO,VB
indistinct;1158;LO,JJ
weight;1157;LO,NN
received;1156;LO,VBD,VBN
gang;1156;LF,NN,NNP
bite;1155;LO,NN,VB
Friday;1154;TO,NNP
disappeared;1154;LO,VBD,VBN
interview;1154;LO,NN
expecting;1154;LO,VBG
kinda;1153;LO,NNP,RB
surgery;1152;LF,NN
horses;1148;LO,NNS
mayor;1148;LF,NN,NNP
Babe;1147;TO,NNP
ancient;1147;LF,JJ,NNP
handsome;1145;LO,JJ
Thomas;1144;TO,NNP
Saturday;1144;TO,NNP
staff;1142;LF,NN,NNP
lines;1141;LO,NNS
unit;1141;LF,NN,NNP
fan;1141;LF,NN,NNP
gentleman;1140;LF,NN,NNP
introduce;1138;LO,VB
fate;1138;LO,NN
split;1137;LO,VBN,VBD,NN
recently;1134;LO,RB
expected;1131;LO,VBN
add;1131;LO,VB
ordered;1131;LO,VBD,VBN
slowly;1131;LO,RB
alarm;1130;LO,NN,NNP
member;1130;LO,NN
slept;1129;LO,VBD,VBN
signed;1129;LO,VBD,VBN
enter;1129;LO,VB
spanish;1128;LF,JJ,NNP
garden;1127;LF,NN,NNP
brings;1126;LO,VBZ
brave;1125;LF,JJ,NNP
pig;1125;LO,NN,NNP
model;1125;LF,NN
finger;1124;LO,NN
medicine;1124;LF,NN,NNP
access;1123;LO,NN
failed;1120;LO,VBD,VBN
flat;1119;LO,JJ
